Drug	Target
DB06204	OPRD1
DB00812	PTGIS
DB00157	GLUD2
DB06176	CYP2B6
DB08763	PRSS1
DB01028	GABRA5
DB06984	MAN2A1
DB06213	ADORA2A
DB07112	EGLN1
DB04352	NUDT9
DB04057	ATIC
DB04272	PLEKHA1
DB08827	MTTP
DB00157	NDUFA3
DB00549	CYP2D6
DB01107	GABRE
DB01733	PKM
DB06335	DPP4
DB00142	GPT
DB04552	PLA2G1B
DB02519	PYGM
DB00589	DRD4
DB01199	CHRNA2
DB01018	CYP3A4
DB04418	ADSSL1
DB00173	ACACB
DB00145	GATM
DB00822	ALDH2
DB04799	UQCRQ
DB08345	CSNK2A1
DB06288	HTR2A
DB02950	CDK1
DB00157	ADH6
DB00886	MME
DB04825	MYLK2
DB08690	UQCRH
DB00122	PLD1
DB00951	CYP2E1
DB00244	ALOX5
DB03316	EPN1
DB00951	NAT2
DB00641	CYP2D6
DB00705	CYP2C8
DB00619	CYP3A7
DB00910	UGT1A4
DB00563	PGD
DB01403	ADRA2A
DB00201	PDE9A
DB00780	CYP2C19
DB07997	PKIA
DB04400	PCBD1
DB00819	CYP3A4
DB00904	CYP3A5
DB01224	HTR6
DB01594	GABRA5
DB01136	HIF1A
DB07321	FBP1
DB07374	RPL37
DB00114	AGXT2
DB03040	LTF
DB00978	TOP2A
DB02872	MDM2
DB04311	PRSS1
DB00822	DBH
DB01196	MAP1A
DB03092	AMY2B
DB04707	PRKACA
DB07577	TYMS
DB00951	CYP2A6
DB00208	CYP3A4
DB00939	ALOX5
DB00142	AADAT
DB00123	KARS
DB07780	FNTB
DB00193	CYP2B6
DB04136	F2
DB00157	NDUFB3
DB00726	HTR1D
DB07804	F10
DB02216	CTSD
DB00241	GABRG3
DB00858	CYP19A1
DB05239	CYP3A7
DB07841	FNTA
DB00582	PTGS1
DB00503	CYP2B6
DB08048	NCOA2
DB03891	CTSK
DB00691	ACE2
DB00228	GRIA1
DB00321	CYP2C9
DB01179	TUBA4A
DB01864	RAB11A
DB07094	LTA4H
DB04842	DRD2
DB09202	ADRA1A
DB01037	CYP1A2
DB00441	CMPK1
DB00696	HTR2C
DB07220	CDK2
DB00999	CA2
DB01174	CYP1B1
DB04946	CYP3A7
DB04841	CYP1A2
DB00072	FCGR2B
DB00887	SLC12A4
DB08752	CTSS
DB00292	GABRB3
DB01614	HTR1A
DB00834	CYP3A5
DB00683	GABRP
DB07724	PPARD
DB02709	CYP3A4
DB00373	ADRB2
DB01036	CYP3A4
DB08213	CASP3
DB08609	PDK2
DB03721	AZGP1
DB08896	CYP2C9
DB03909	INSR
DB00897	CYP2C8
DB00145	GLRA2
DB01351	CYP2A6
DB01942	CTBP1
DB00461	CYP1A2
DB00207	CYP1A2
DB05451	NFKB2
DB00143	GPX8
DB01009	CYP2C8
DB00108	FCGR3A
DB00346	KCNH2
DB01110	KCNH7
DB04272	APRT
DB00412	CYP2A6
DB00095	C1R
DB07224	CTSB
DB00228	GABRA3
DB01189	KCNA1
DB00011	IFNAR2
DB00502	CBR1
DB08125	CDK2
DB00075	CD3E
DB00783	CYP2C8
DB04879	KDR
DB00277	ADORA2A
DB02271	NMT2
DB04072	ACO2
DB03073	PARP1
DB00493	SLC22A11
DB01093	CYP3A4
DB00586	CYP3A4
DB01169	AKT1
DB01211	CYP1A2
DB01248	NR1I2
DB05152	CHRM1
DB05271	HTR1A
DB06603	HDAC3
DB00792	HRH1
DB00188	CYP2C19
DB00475	GABRD
DB00678	UGT1A3
DB00408	DRD5
DB04940	BCL2
DB00661	KCNH2
DB00246	HRH1
DB03988	ADCYAP1
DB07647	CHEK1
DB00458	CYP3A4
DB08848	SLC6A11
DB00783	CYP3A5
DB06150	CYP2C9
DB07419	AR
DB03337	PRSS1
DB06714	TAAR1
DB00363	HTR1B
DB00624	AR
DB04852	MTTP
DB01186	HTR1A
DB01327	PON1
DB02911	NOS3
DB02063	PRSS1
DB07877	HSP90AB1
DB07428	HBA2
DB01227	CYP3A7
DB02918	PDE4D
DB03783	CYP2A6
DB00246	CYP2D6
DB04005	UCK2
DB07384	ATP5F1C
DB00737	CYP1A2
DB00782	CHRM1
DB08896	PDGFRB
DB06210	UGT1A3
DB00214	SLC12A1
DB00334	CYP1A2
DB06262	ADRA2A
DB00242	RRM1
DB07821	PAFAH1B3
DB02189	DNTT
DB01241	CYP3A4
DB06089	KCNQ4
DB00071	HLA-DQA2
DB04679	ABO
DB00644	GNRHR2
DB01544	CYP2C9
DB01166	CYP3A5
DB03754	NEIL1
DB08808	ADRB1
DB03767	CTSS
DB00620	PTGS2
DB04099	NMNAT3
DB08453	UQCRQ
DB04978	TOP2A
DB01239	DRD3
DB00502	HTR2A
DB02115	ALDH2
DB04733	ALDOA
DB00420	DRD1
DB00264	CYP2D6
DB03345	PNPO
DB00711	PTGS1
DB00186	GABRD
DB01577	ADRA2B
DB01110	CYP2D6
DB02733	MAPK3
DB06267	PDE5A
DB01544	TSPO
DB03041	B3GAT3
DB02381	ARG1
DB00409	DRD2
DB00189	GABRG1
DB00439	CYP2D6
DB05147	TUBB2A
DB02046	ADAM28
DB00589	DRD1
DB08149	PKIA
DB00568	CYP2C9
DB00996	GRIN2A
DB02901	CYP19A1
DB02930	PMS2
DB00356	CYP1A2
DB02215	ADAM28
DB00163	PPP2CB
DB00524	SLC12A3
DB00915	MAOB
DB04379	REN
DB07618	CDK2
DB00667	CYP3A4
DB00946	VKORC1
DB07604	ATP2A1
DB00801	GABRR3
DB07763	UQCRQ
DB04083	KYAT1
DB04464	RABGGTB
DB01191	CYP2C19
DB01586	CYP2E1
DB01036	CYP2C9
DB00144	DGKG
DB00270	CACNA1C
DB08162	ROCK2
DB03531	DAO
DB00870	PTGS2
DB01110	KCNMB2
DB00393	CACNA1D
DB01095	CYP2C9
DB05129	TOP1
DB08633	METAP2
DB00709	NME2
DB00228	GABRQ
DB01198	GABRA2
DB01248	TUBB1
DB01819	PCK1
DB00138	SLC7A9
DB02004	DPP4
DB00142	SLC1A3
DB05760	CALCB
DB03525	SRC
DB01037	CYP2C9
DB07769	AR
DB01248	CYP1B1
DB00777	ADRA1B
DB00243	SCN5A
DB07303	BACE1
DB08402	RXRA
DB00078	FCGR2C
DB00142	DNPEP
DB00745	CYP1A2
DB00502	CYP2D6
DB00622	CYP2C9
DB00407	SERPIND1
DB00446	CYP2C9
DB00159	PPARD
DB02044	NOS2
DB07105	F2
DB03417	PRSS1
DB01028	GABRA2
DB01028	GABRP
DB04833	CYP3A4
DB00115	MTHFR
DB07362	AURKA
DB01126	CYP3A4
DB08901	ABL1
DB02483	BST1
DB00312	GABRE
DB00167	ACADSB
DB00396	CYP1A1
DB05203	ACE2
DB04855	ADRA2A
DB01115	CACNA1H
DB04772	F2
DB00334	DRD4
DB00712	UGT1A9
DB07501	CDK2
DB01151	ADRB2
DB04016	CTSG
DB01110	KCNN1
DB03435	ABO
DB03782	PLAU
DB06148	DRD2
DB06843	ADCY5
DB01072	CYP2C9
DB00131	PRKAB2
DB09069	ACAA1
DB01068	GABRE
DB00292	GABRP
DB08881	CYP3A4
DB00608	CYP1A1
DB00138	SLC7A11
DB00215	HRH1
DB04137	HRAS
DB00334	GABRE
DB06042	TUBB3
DB06603	HDAC9
DB00446	CYP2C19
DB08807	ADRB2
DB01186	ADRA1B
DB00907	CYP3A5
DB00343	CYP2C9
DB07950	PLA2G2E
DB00114	KYAT3
DB00440	CYP2C9
DB01406	CYP3A4
DB01229	CYP3A5
DB02383	AKR1B1
DB01381	GABRG2
DB00439	CYP3A5
DB00777	CHRM3
DB03442	ATIC
DB06268	CYP3A4
DB01002	CYP3A4
DB08437	RPL23A
DB00867	PGD
DB00542	ACE
DB00801	GABRA6
DB02058	FGFR1
DB00622	PDE1A
DB00182	ADRA2A
DB03478	SIRT5
DB09330	EGFR
DB01365	ADRA2C
DB00334	ADRB1
DB06042	TOP2A
DB00377	CYP1A2
DB00261	PDE3A
DB01375	TNNC1
DB00515	CYP2C9
DB05212	NFKB2
DB00829	GABRQ
DB00114	OAT
DB00921	OPRM1
DB00067	AVPR1A
DB00379	SCN5A
DB04997	ITGA4
DB08515	PSMB4
DB07811	MAPK14
DB00273	GABRD
DB00313	UGT2B7
DB04315	RAB7A
DB01050	CFTR
DB01090	CHRNB4
DB04896	GRIN3A
DB00973	UGT1A3
DB05269	LPL
DB02999	GRIA2
DB00030	CPE
DB00514	GRIN3A
DB00819	CA14
DB03479	PYGM
DB00678	CYP3A5
DB00726	CHRM4
DB01211	CYP2C19
DB06871	NCOA2
DB07792	PYGM
DB06413	CYP3A4
DB00201	PDE6B
DB00279	THRA
DB00404	GABRA4
DB06684	CYP3A4
DB08640	CELA1
DB00268	HTR2A
DB07095	F2
DB00945	EDNRA
DB08396	IGHV3-30
DB00546	GABRR1
DB02378	BACE1
DB01213	ADH1C
DB04775	ACTA1
DB08398	ESR1
DB08330	UQCRB
DB01352	CHRNA4
DB00170	BGLAP
DB02633	GSTP1
DB04841	HRH1
DB00568	CHRM1
DB04348	FABP6
DB00217	ADRA2B
DB00173	UGT1A1
DB01608	DRD1
DB00200	MTR
DB03247	DPYD
DB01166	CYP3A7
DB02325	ACP5
DB00041	CYP3A4
DB05501	CXCR4
DB02379	NUDT9
DB04889	SLC6A2
DB00312	GABRG2
DB06413	CYP2C19
DB03959	FGF2
DB01065	CYP19A1
DB07069	KYNU
DB01351	GABRA6
DB01393	CYP2C8
DB00997	NOS1
DB00570	CYP3A4
DB03323	AMY2B
DB06292	CYP2A6
DB00327	CYP2D6
DB02991	NOS1
DB00979	CHRM1
DB00349	GABRG1
DB04946	CYP3A4
DB07664	ABL2
DB00935	ADRA2B
DB01134	NR3C2
DB01025	FGF1
DB07970	EPHA7
DB00443	CYP3A4
DB06216	UGT1A4
DB00189	GABRQ
DB01023	CYP2C8
DB01136	PTGS1
DB07688	CCNA2
DB08815	HTR1A
DB00172	SLC6A14
DB03783	CYP1A2
DB00458	CYP2C19
DB00679	KCNH2
DB04112	PLA2G2A
DB00157	HMOX2
DB00964	ADRA1A
DB01766	YARS
DB00794	GABRA4
DB00295	CYP3A4
DB00014	GNRHR
DB00708	OPRD1
DB01110	CYP19A1
DB01050	BCL2
DB01124	CYP2C9
DB06616	MAP2K1
DB00116	ATIC
DB00818	GABRA5
DB02209	PNPO
DB02721	ADH1A
DB00143	GPX6
DB07122	PLAU
DB07215	PPARA
DB08175	NCOA2
DB00539	CYP1A1
DB08513	MAPK1
DB01736	SLC25A4
DB00247	HTR1E
DB06073	BACE1
DB00201	PIK3CA
DB00716	CYSLTR1
DB01567	GABRP
DB00244	PPARG
DB00306	GABRB1
DB00918	CYP2E1
DB02846	ANXA5
DB00306	GABRA4
DB07881	IGHG1
DB01115	CACNB2
DB08692	CTRB1
DB00418	GABRA3
DB00773	TOP2B
DB04910	TUBB4B
DB00114	PYGL
DB05041	UPP2
DB03461	PTGR1
DB09076	CYP2D6
DB00334	GABRD
DB00592	CYP2D6
DB00334	DRD1
DB00697	ADRA2C
DB07728	MAPKAPK3
DB03396	METAP2
DB00987	NT5E
DB00154	PTGS2
DB03805	DHODH
DB04315	NME1
DB03093	HSP90AA1
DB04614	ACHE
DB06967	REN
DB00159	FFAR1
DB08302	PPARG
DB02547	GMDS
DB00898	ADH1C
DB00714	HTR1B
DB08169	DHODH
DB00843	CYP3A4
DB01059	CYP3A7
DB00402	CYP3A4
DB00398	CYP2B6
DB00458	KCNH2
DB01239	DRD1
DB05007	ERBB2
DB02950	CDK2
DB00466	GLRA3
DB01142	DRD2
DB02201	SDF2
DB01144	CYP2C9
DB01184	DRD2
DB03380	BPHL
DB00198	NEU2
DB00233	ALOX5
DB00231	GABRA1
DB00286	CYP1A2
DB00151	GOT1
DB00028	FCGR2C
DB00201	PDE4D
DB00416	CHRNA2
DB05229	CYP2C8
DB00184	CHRNA5
DB06605	CYP2C8
DB08402	NCOA2
DB00659	GABRG3
DB01589	GABRB2
DB01138	CYP2C8
DB00118	COMT
DB00477	DRD4
DB01229	MAPT
DB04583	DHODH
DB03707	NOS1
DB01215	GABRD
DB00908	SCN5A
DB00956	CYP3A4
DB05764	BCL2
DB09048	CYP3A43
DB06589	FLT4
DB00184	CHRNB4
DB08437	RPL26L1
DB05069	CHRNA9
DB02379	PTGS1
DB00136	VDR
DB00315	HTR1A
DB01208	TOP2A
DB08072	PLAU
DB01944	MYH14
DB00110	C1R
DB01631	IGHG1
DB03317	CYP2C9
DB04244	CTSK
DB00201	CYP1A2
DB06851	LTA4H
DB07717	AR
DB08287	CTSK
DB00448	CYP2C19
DB05372	CNR1
DB01076	UGT1A1
DB01964	CA2
DB08869	GHRHR
DB00433	DRD2
DB07646	DHODH
DB00224	CYP2D6
DB01392	KCNJ1
DB00502	CYP2C9
DB00701	CYP2D6
DB01138	ABCC2
DB00231	GABRA3
DB01118	CACNA1H
DB01238	CYP3A5
DB00599	GABRA3
DB01388	CYP2D6
DB04126	CTSB
DB03928	CTH
DB05428	TXNRD1
DB07397	MMP8
DB00231	CYP2C8
DB00953	HTR1B
DB04216	ATP5F1A
DB08254	F2
DB01037	CYP2D6
DB00277	CYP1A2
DB01127	CYP19A1
DB05461	ADRA2B
DB04871	CYP1A2
DB00425	CYP3A4
DB04795	CES1
DB01115	CYP3A4
DB00653	CACNA1C
DB00321	CHRM1
DB01025	S100A12
DB04799	UQCRC1
DB07051	PDE4D
DB05005	CCR9
DB00363	CHRM2
DB00898	HTR3D
DB06712	CYP2C9
DB01354	GRIK2
DB01644	GSR
DB00129	SLC25A2
DB00278	CYP3A4
DB07322	METAP2
DB00694	POR
DB01037	CYP2E1
DB00363	CYP2C8
DB00142	GAD2
DB00543	CHRM2
DB06267	CYP3A4
DB00349	GABRA2
DB00170	MTHFR
DB00502	GRIN2B
DB00794	GABRQ
DB01068	GABRQ
DB05197	CBR1
DB01221	DRD2
DB04709	AR
DB00328	PTGS2
DB08678	PTPRB
DB00383	CHRM2
DB00784	PTGS1
DB06875	ESR2
DB01224	ADRA1D
DB03945	CRP
DB08299	PDE4A
DB00622	CHRM4
DB00334	GABRA4
DB07245	BACE1
DB00222	CYP2C9
DB00078	C1QA
DB08025	MAPK10
DB02967	CLC
DB00284	AMY2A
DB00762	TOP1
DB01388	CYP1A1
DB08240	ALDOA
DB07482	DPP4
DB00801	GABRA3
DB00312	CHRNA4
DB06698	HRH1
DB07318	NOS2
DB07816	IGHG1
DB00988	CYP2D6
DB08370	GSTP1
DB00143	GPX5
DB00496	CHRM4
DB01107	GABRB2
DB00228	GABRE
DB01227	CYP19A1
DB06697	CYP2D6
DB06831	PIK3CG
DB03983	SUOX
DB00844	OPRD1
DB00932	CYP2D6
DB07159	SYK
DB07707	NCOA2
DB00028	FCGR3A
DB00636	CYP2E1
DB00814	CYP2C8
DB08382	DPP4
DB00546	GABRA1
DB00404	GABRP
DB00925	ADRA1A
DB01212	SLC15A1
DB00917	PTGER4
DB01033	IMPDH1
DB00493	SLC15A1
DB00730	CYP1A1
DB01159	CYP2D6
DB00861	PTGS1
DB01065	CYP2C9
DB00316	UGT1A9
DB03731	ARG2
DB00370	CYP3A4
DB00157	BDH1
DB03169	HMGCR
DB09078	AOX1
DB04855	SCN1A
DB00594	PLAU
DB00280	CHRM3
DB03294	CA2
DB05235	CRYM
DB06936	F2
DB02773	PTGS1
DB00934	ADRA2A
DB00143	GSTM5
DB05419	CALY
DB00457	ADRA2B
DB01017	CASP1
DB00334	DRD5
DB02604	PYGM
DB01064	PIK3R1
DB01466	CYP2B6
DB05758	TNF
DB00850	CYP2C8
DB08535	CDK2
DB05713	F10
DB00073	FCGR1A
DB00593	CYP3A43
DB00690	GABRA3
DB04464	B2M
DB00126	OGFOD1
DB01710	MB
DB03611	MAT1A
DB06999	BRAF
DB00247	HTR1F
DB04824	UGT1A9
DB01166	CYP2D6
DB00025	CALR
DB00031	PLAUR
DB00640	ADK
DB00514	CYP2C8
DB00281	CYP2A6
DB00139	ASPH
DB01224	CHRM3
DB00503	CYP2C9
DB08846	CA6
DB00679	ADRA1B
DB01406	PGR
DB03176	THRB
DB01684	PREP
DB01193	ADRB1
DB01712	FKBP1A
DB06070	HSP90AA1
DB00503	CYP2C8
DB01064	MAPK1
DB01708	GABRP
DB00659	GRIN3A
DB00398	FLT4
DB00945	HSPA5
DB00413	ADRA2A
DB01068	CYP2E1
DB00794	GABRE
DB01064	ADRB2
DB00313	HDAC2
DB04665	CYP2A6
DB00497	CYP2D6
DB04799	UQCRB
DB01097	DHODH
DB06594	MTNR1B
DB08691	CLK1
DB00316	CYP3A4
DB00926	CYP19A1
DB06292	UGT2B4
DB00705	CYP2C9
DB03085	G6PD
DB00363	CYP3A4
DB00921	CYP1A2
DB07125	DAPK3
DB00497	OPRK1
DB03721	SELP
DB04216	STK17B
DB00247	HTR2A
DB08595	NCOA2
DB07534	CDK2
DB07441	IGKC
DB01054	CACNA1C
DB00028	FCGR2B
DB00421	CACNA1I
DB00122	CHKA
DB08170	MMP7
DB01211	ABCB1
DB00937	SLC6A3
DB01238	ADRA2C
DB00767	HRH1
DB04077	TRDMT1
DB07425	THRB
DB06738	CYP2C19
DB00444	CYP3A4
DB01016	CFTR
DB01124	CYP2C8
DB06779	SELP
DB08629	ATP5F1B
DB01259	CYP3A4
DB03328	XDH
DB00272	HRH2
DB00109	CYP2C19
DB01016	ABCC9
DB00324	NR3C1
DB00157	NDUFA9
DB02854	SULT2A1
DB03976	CTRB1
DB00568	CYP1A1
DB00540	ADRB1
DB01018	CYP2C19
DB00334	HTR2C
DB08896	FRK
DB09033	ITGB7
DB00316	UGT2B15
DB04893	FNTA
DB01050	UGT1A1
DB00334	GABRB3
DB02635	BCAT2
DB05812	SULT2A1
DB00320	HTR1B
DB01115	CYP2B6
DB00796	CYP2C9
DB01558	GABRQ
DB05739	AGTR2
DB00313	UGT1A8
DB07313	METAP2
DB08557	HSP90AA1
DB00210	RXRG
DB01404	IL6
DB00481	CYP2B6
DB08521	MAPK1
DB01403	DRD4
DB03461	AKR1C3
DB07493	CDK2
DB03250	PYGM
DB00747	CHRM2
DB00170	GGCX
DB02435	PRSS1
DB01388	CYP3A4
DB00463	GABRA6
DB03317	CYCS
DB00216	CYP2D6
DB00078	C1R
DB03591	SRC
DB00829	CYP2E1
DB02679	CA2
DB05075	FLT1
DB02343	ACHE
DB00333	CYP2D6
DB01776	INS
DB00934	CHRM5
DB01589	GABRR1
DB00050	GNRHR
DB08764	RET
DB07174	REN
DB00682	VKORC1
DB01381	GLRA1
DB00661	CYP2C19
DB00733	BCHE
DB01929	DHFR2
DB05262	XDH
DB01365	ADRA1D
DB04716	TYK2
DB00472	CYP3A4
DB00142	GRIA2
DB00246	HTR1A
DB01309	CYP1A2
DB00030	CCN3
DB01782	TTK
DB04083	ODC1
DB04315	TGM3
DB03495	AMY2A
DB05095	PTGS2
DB04700	GSTK1
DB00490	DRD2
DB06941	S100B
DB02078	PPIF
DB02076	GPI
DB06016	HTR2B
DB05486	CCR2
DB00745	CYP3A5
DB04285	PTPN1
DB00349	CYP2C19
DB00071	IGFBP7
DB00081	C1R
DB07574	TUBB2B
DB01021	SLC12A1
DB00690	GABRB3
DB00653	CACNA1S
DB08192	SRC
DB02045	PRSS1
DB00482	PDPK1
DB05442	IL1B
DB02873	MAPK14
DB08765	CA2
DB00377	CYP2D6
DB08896	RAF1
DB00883	NPR1
DB08526	CTSH
DB03120	LYZ
DB02069	CA2
DB00420	ADRA1D
DB00794	GRIK2
DB00617	CYP2E1
DB06216	DRD3
DB00175	CYP3A5
DB00469	CYP2C9
DB00313	UGT1A3
DB01186	CYP2D6
DB08766	LAP3
DB09330	CYP1A2
DB01162	KCNH6
DB00533	CYP1A2
DB02165	GSTM1
DB07926	MMP1
DB07995	PKIA
DB00316	CYP2D6
DB00734	CYP3A4
DB00220	CYP1A2
DB00993	GSTA2
DB08901	RET
DB06741	GRIN3B
DB08700	MET
DB04194	LYZ
DB00866	CYP2D6
DB07878	CTSS
DB00277	ADORA2B
DB05882	ESR2
DB06730	CYP3A7
DB07010	MAPK1
DB02152	MAP2K1
DB01689	AKR1B1
DB08152	F2
DB01307	CYP1A2
DB03666	DTYMK
DB00142	GCLC
DB00157	MTHFD1
DB04071	ADH1C
DB00682	CYP1A1
DB03221	CA2
DB00169	CYP2J2
DB01392	DRD2
DB01035	SCN5A
DB01403	CYP2D6
DB04847	EGLN2
DB00476	CYP2D6
DB03292	PSPH
DB00232	CA4
DB03714	PTPN1
DB00157	ALDH1B1
DB00774	KCNMA1
DB06770	CYP2E1
DB02352	LTA4H
DB01045	CYP3A7
DB01247	MAOB
DB05767	IL6
DB04510	PGK1
DB01156	CYP2C8
DB01159	GABRA5
DB00624	CYP3A5
DB01026	CYP2B6
DB01151	HRH1
DB01104	MAOA
DB08378	MYL6B
DB05740	CHRNA9
DB03496	CDK1
DB04272	RNASE1
DB00530	EGFR
DB01393	PPARA
DB01085	CYP3A4
DB00215	CYP2E1
DB01176	HRH1
DB01435	CYP2C18
DB01835	NOS2
DB00546	GABRG2
DB02701	PARP1
DB05092	ITGA4
DB02132	AKR1B1
DB01021	CA2
DB01363	SLC6A2
DB00073	C1QB
DB00898	CHRNA3
DB01174	GRIN2C
DB00131	HINT1
DB01769	CDK2
DB08910	CYP3A4
DB00721	MAOB
DB00786	MMP24
DB00489	ADRB1
DB00622	CACNB2
DB00594	SCNN1B
DB00371	GABRP
DB02651	PTPN1
DB00219	CHRM1
DB07858	PRKACA
DB00309	CYP3A4
DB07272	MAPK8
DB03884	HAO1
DB06148	HRH1
DB07713	MMP8
DB04348	CEL
DB04334	AOC3
DB00736	CYP3A4
DB00342	CHRM5
DB05280	DRD4
DB03896	PAPOLA
DB00659	GABRB1
DB05147	TUBB1
DB00818	GABRD
DB01259	CYP2C8
DB02494	RPL15
DB02235	APP
DB00763	TPO
DB02538	CDK2
DB04351	ACO2
DB04288	CDK2
DB00675	ESR2
DB00035	PTGS1
DB00321	NTRK2
DB02919	DHFR
DB02342	CYP1B1
DB00012	EPOR
DB03673	PAH
DB00002	EGFR
DB00270	CACNA1H
DB07609	CYP2A6
DB07160	CTSB
DB00381	CACNA1S
DB00661	CYP2C9
DB01236	ATP5F1D
DB00216	HTR1E
DB00370	DRD2
DB04043	LCN2
DB06168	IL1B
DB00259	CYP3A4
DB00767	CHRM1
DB01708	GABRA2
DB02697	MMP13
DB05087	GABRA1
DB01437	GABRA4
DB06216	DRD4
DB07676	CAMK4
DB08148	PRKACA
DB00434	HTR2C
DB01320	SCN5A
DB00370	HRH1
DB02090	MMP3
DB00697	ADRA2A
DB01338	BCHE
DB02363	RNASE1
DB01381	SLC6A2
DB03147	ACADS
DB00169	CYP1A1
DB00624	MAOA
DB00130	GATB
DB02901	HSD17B1
DB00514	PGRMC1
DB00898	GABRP
DB01454	HTR2B
DB07747	PNMT
DB00157	NDUFS4
DB04959	KRT7
DB06412	NPPB
DB01186	HTR2A
DB01601	CYP1A2
DB00157	ADH5
DB00266	CRYZ
DB07260	LTA4H
DB07589	CTSS
DB00583	SLC22A5
DB09054	CYP2C19
DB00396	ESR1
DB01356	IMPA1
DB00270	CACNB2
DB00604	CYP2C8
DB01901	FGF1
DB01364	ADRA1A
DB03880	ADAMTS5
DB06207	CYP3A4
DB00075	FCGR1A
DB00334	GABRQ
DB01224	HRH1
DB02824	SHMT1
DB00499	AHR
DB00385	TOP2A
DB04932	ADORA2A
DB01708	HSD17B1
DB01325	SLC12A2
DB00585	HRH2
DB01151	CYP2C18
DB04272	MDH2
DB03793	DAO
DB00184	CYP2C8
DB00503	CYP2C19
DB00641	UGT1A3
DB03024	REN
DB08231	ARF1
DB04440	ADA
DB08888	FN1
DB00148	SLC6A8
DB09030	F2R
DB00715	SLC6A2
DB05488	TOP2B
DB08342	TRAPPC5
DB08028	MMP8
DB06708	CYP2D6
DB04315	RAB9A
DB08008	DHODH
DB08527	CCNA2
DB04960	FNTB
DB09048	CYP2D6
DB00484	ADRA2A
DB00414	CBR1
DB05848	IL12B
DB08808	ADRB2
DB00413	ADRA2C
DB01215	GABRR2
DB06096	NOS1
DB02557	MME
DB04363	BLVRB
DB01622	DRD1
DB00741	NR3C1
DB07688	CDK2
DB01054	CACNA1D
DB03910	NOS3
DB00497	ORM1
DB08330	UQCR11
DB07852	CDK2
DB05434	VEGFA
DB00818	SCN4A
DB08588	DPP4
DB00790	ACE
DB01565	OPRM1
DB06684	CYP2D6
DB01032	CYP2C19
DB00421	CACNA1S
DB07907	HAO1
DB03759	GRIA2
DB03975	CA2
DB00511	ATP1A1
DB00909	SCN1A
DB11362	PTGIR
DB07755	CDK2
DB00641	UGT1A1
DB01418	CYP1A2
DB00583	XDH
DB06292	UGT1A9
DB01354	GABRA6
DB03565	PLA2G1B
DB00686	FGF2
DB05476	PLAUR
DB06480	HTR4
DB00142	GRIN2B
DB08047	ESR1
DB01125	GGCX
DB04861	CYP2D6
DB00786	MMP17
DB07237	LTA4H
DB06684	CYP2C18
DB03984	CTSS
DB00653	CACNG1
DB04424	PRSS1
DB00368	ADRA2C
DB00151	GCLM
DB01012	CYP3A4
DB02541	PRSS3
DB00125	SLC7A3
DB05507	CASP1
DB00661	CACNB2
DB00753	GABRB2
DB00393	AHR
DB00241	GABRA1
DB00171	ALK
DB01671	CA2
DB00170	F2
DB00972	CYP2C19
DB02580	PFN2
DB00189	GABRB2
DB03247	HAO2
DB06626	CYP1A2
DB00673	CYP1A2
DB01156	SLC6A3
DB00145	GLRB
DB00133	SDS
DB01191	CYP2E1
DB01068	GABRP
DB08439	LTF
DB00448	CYP2C18
DB05688	SLC6A2
DB01259	CYP3A5
DB04447	TPI1
DB02656	PIM1
DB00812	CYP2C9
DB00201	PDE5A
DB00421	PGR
DB00836	POMC
DB07374	RPL3
DB08150	PKIA
DB00778	CYP2B6
DB04299	GOT1
DB00032	FSHR
DB01065	MTNR1A
DB00909	CA1
DB00269	ESR1
DB01126	SRD5A1
DB03940	LDHB
DB05449	ABCB1
DB06148	HTR2C
DB04235	ABAT
DB05303	IL1R1
DB00202	CHRNA10
DB01409	CYP2D6
DB00454	CHRM1
DB00801	GABRB3
DB01752	HNMT
DB00151	CSAD
DB00030	IGF1R
DB00328	PLA2G2A
DB01127	CYP2E1
DB04905	CYP1A1
DB00244	MPO
DB07947	GSK3B
DB01157	DHFR
DB01123	F2
DB01045	SLCO1A2
DB03382	SOD1
DB02052	CDK5
DB00104	MPO
DB00321	HTR2C
DB00897	GABRR3
DB00982	RARA
DB08846	CYP1A1
DB00659	GABRG2
DB00363	CYP2C9
DB00675	CYP2C19
DB00899	OPRK1
DB00627	HCAR2
DB07593	CTSK
DB00659	GRIN2D
DB04377	HMGCR
DB00308	KCNH6
DB01234	NR3C1
DB07120	F2
DB00162	LRAT
DB01589	GABRP
DB04530	SNX3
DB05744	IL6
DB00142	GRIN3A
DB00761	SLC12A7
DB04908	HTR1A
DB01769	PREP
DB04315	ARF6
DB01347	AGTR1
DB00564	CYP3A7
DB01588	GABRA3
DB04276	CAPN1
DB00128	ADSS
DB03740	ACHE
DB08070	PRKACA
DB00098	ITGAV
DB01866	SRC
DB01068	GABRA2
DB07876	ROCK1
DB00130	GLS2
DB00204	CYP3A4
DB02311	FKBP1A
DB01429	SCN5A
DB03994	ANXA3
DB07947	PRKACA
DB01059	CYP1A2
DB01142	ADRA1A
DB01184	CYP3A5
DB04012	FKBP1A
DB03147	ERO1B
DB07550	F2
DB00819	CA2
DB03948	IMPDH1
DB00202	BCHE
DB00151	CDO1
DB00602	GLRA3
DB05458	CHRNB2
DB00795	SLC7A11
DB07210	CDK2
DB01235	CYP2D6
DB00987	CYP3A4
DB00181	GABBR2
DB01873	TUBA8
DB04930	CYP3A4
